session_id,intent_actual,intent_predicted,disease_actual,disease_predicted,regional_success,task_completed,fallback_triggered,messages_per_session,csat_score,latency_ms
sess_33949,disease_detection,disease_detection,healthy,healthy,1,1,0,8,3,336
sess_33950,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,4,416
sess_33951,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,8,5,429
sess_33952,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,5,448
sess_33953,market_prices,market_prices,N/A,N/A,1,1,0,3,2,349
sess_33954,disease_detection,disease_detection,leaf_blight,leaf_blight,0,0,0,6,4,293
sess_33955,weather_forecast,weather_forecast,N/A,N/A,1,1,0,2,4,421
sess_33956,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,4,4,429
sess_33957,disease_detection,disease_detection,leaf_blight,leaf_blight,0,1,0,4,4,490
sess_33958,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,4,305
sess_33959,disease_detection,disease_detection,healthy,healthy,1,1,0,7,4,368
sess_33960,disease_detection,disease_detection,rust,rust,0,1,0,3,5,417
sess_33961,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,8,5,357
sess_33962,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,4,507
sess_33963,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,376
sess_33964,market_prices,market_prices,N/A,N/A,1,1,0,5,5,400
sess_33965,market_prices,market_prices,N/A,N/A,1,1,0,4,5,320
sess_33966,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,8,5,469
sess_33967,disease_detection,disease_detection,rust,rust,1,1,0,3,4,364
sess_33968,disease_detection,disease_detection,healthy,leaf_blight,1,1,0,3,5,339
sess_33969,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,4,370
sess_33970,weather_forecast,weather_forecast,N/A,N/A,0,1,0,4,5,308
sess_33971,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,4,5,478
sess_33972,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,1,437
sess_33973,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,3,3,217
sess_33974,crop_advisory,crop_advisory,N/A,N/A,1,1,0,1,5,445
sess_33975,market_prices,market_prices,N/A,N/A,1,0,0,9,5,381
sess_33976,disease_detection,disease_detection,healthy,healthy,1,1,0,4,5,301
sess_33977,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,5,248
sess_33978,disease_detection,disease_detection,healthy,healthy,1,1,0,8,3,355
sess_33979,crop_advisory,crop_advisory,N/A,N/A,1,1,0,10,4,364
sess_33980,market_prices,market_prices,N/A,N/A,1,0,0,11,4,441
sess_33981,disease_detection,disease_detection,rust,rust,1,1,0,8,3,488
sess_33982,disease_detection,disease_detection,healthy,powdery_mildew,0,1,0,11,5,428
sess_33983,disease_detection,disease_detection,rust,rust,0,1,0,5,4,369
sess_33984,weather_forecast,weather_forecast,N/A,N/A,1,0,0,8,5,456
sess_33985,crop_advisory,disease_detection,N/A,N/A,0,1,0,6,5,420
sess_33986,weather_forecast,weather_forecast,N/A,N/A,1,1,0,12,5,479
sess_33987,market_prices,market_prices,N/A,N/A,1,1,0,9,4,523
sess_33988,disease_detection,disease_detection,healthy,healthy,1,1,0,4,4,436
sess_33989,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,4,442
sess_33990,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,5,406
sess_33991,disease_detection,disease_detection,rust,rust,1,1,0,7,3,397
sess_33992,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,5,461
sess_33993,market_prices,market_prices,N/A,N/A,1,1,0,7,5,417
sess_33994,crop_advisory,crop_advisory,N/A,N/A,1,1,0,10,5,381
sess_33995,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,5,511
sess_33996,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,423
sess_33997,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,8,4,400
sess_33998,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,4,523
sess_33999,crop_advisory,crop_advisory,N/A,N/A,1,1,1,8,5,340
sess_34000,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,3,498
sess_34001,weather_forecast,weather_forecast,N/A,N/A,0,1,0,3,5,326
sess_34002,crop_advisory,crop_advisory,N/A,N/A,0,1,0,7,5,414
sess_34003,crop_advisory,crop_advisory,N/A,N/A,1,1,0,10,4,524
sess_34004,disease_detection,disease_detection,healthy,healthy,1,0,0,1,5,309
sess_34005,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,408
sess_34006,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,534
sess_34007,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,8,4,393
sess_34008,crop_advisory,crop_advisory,N/A,N/A,1,1,0,2,5,382
sess_34009,disease_detection,disease_detection,healthy,healthy,1,1,1,6,5,373
sess_34010,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,7,4,417
sess_34011,weather_forecast,weather_forecast,N/A,N/A,1,0,0,8,4,402
sess_34012,market_prices,market_prices,N/A,N/A,1,1,0,8,4,397
sess_34013,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,2,5,407
sess_34014,crop_advisory,crop_advisory,N/A,N/A,0,1,0,2,4,351
sess_34015,weather_forecast,weather_forecast,N/A,N/A,1,1,0,3,5,411
sess_34016,crop_advisory,crop_advisory,N/A,N/A,1,0,0,5,5,376
sess_34017,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,2,403
sess_34018,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,343
sess_34019,crop_advisory,crop_advisory,N/A,N/A,1,0,0,8,4,425
sess_34020,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,4,279
sess_34021,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,2,5,487
sess_34022,disease_detection,disease_detection,healthy,healthy,1,1,0,6,4,400
sess_34023,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,5,358
sess_34024,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,4,487
sess_34025,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,5,327
sess_34026,disease_detection,disease_detection,rust,rust,1,1,0,7,5,325
sess_34027,crop_advisory,crop_advisory,N/A,N/A,1,1,1,5,5,495
sess_34028,crop_advisory,disease_detection,N/A,N/A,1,1,0,6,4,406
sess_34029,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,343
sess_34030,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,0,0,2,4,539
sess_34031,disease_detection,disease_detection,rust,rust,1,1,0,3,5,702
sess_34032,disease_detection,disease_detection,healthy,powdery_mildew,1,1,0,6,5,416
sess_34033,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,5,5,571
sess_34034,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,4,456
sess_34035,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,6,4,401
sess_34036,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,4,5,399
sess_34037,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,5,448
sess_34038,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,3,3,392
sess_34039,disease_detection,disease_detection,healthy,healthy,1,0,0,2,5,492
sess_34040,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,4,474
sess_34041,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,4,572
sess_34042,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,382
sess_34043,weather_forecast,weather_forecast,N/A,N/A,1,1,0,3,5,509
sess_34044,market_prices,market_prices,N/A,N/A,1,1,0,8,5,504
sess_34045,market_prices,market_prices,N/A,N/A,1,1,0,4,4,467
sess_34046,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,305
sess_34047,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,4,501
sess_34048,disease_detection,disease_detection,healthy,healthy,1,0,0,4,3,385
sess_34049,crop_advisory,crop_advisory,N/A,N/A,1,1,0,2,5,436
sess_34050,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,4,412
sess_34051,market_prices,market_prices,N/A,N/A,0,1,0,8,2,400
sess_34052,weather_forecast,weather_forecast,N/A,N/A,1,0,0,6,4,386
sess_34053,market_prices,market_prices,N/A,N/A,1,1,0,7,5,467
sess_34054,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,4,395
sess_34055,market_prices,market_prices,N/A,N/A,1,1,0,4,4,373
sess_34056,disease_detection,disease_detection,rust,rust,1,1,0,6,4,425
sess_34057,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,5,5,421
sess_34058,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,496
sess_34059,crop_advisory,crop_advisory,N/A,N/A,1,0,0,6,5,414
sess_34060,disease_detection,disease_detection,leaf_blight,powdery_mildew,1,1,0,1,5,434
sess_34061,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,496
sess_34062,weather_forecast,weather_forecast,N/A,N/A,1,0,0,6,5,454
sess_34063,disease_detection,disease_detection,rust,rust,1,1,0,3,5,388
sess_34064,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,4,241
sess_34065,market_prices,disease_detection,N/A,N/A,1,1,0,5,5,416
sess_34066,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,3,485
sess_34067,crop_advisory,crop_advisory,N/A,N/A,1,1,1,5,5,511
sess_34068,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,2,4,275
sess_34069,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,307
sess_34070,market_prices,market_prices,N/A,N/A,1,1,0,6,5,401
sess_34071,weather_forecast,weather_forecast,N/A,N/A,0,1,0,5,4,506
sess_34072,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,7,5,465
sess_34073,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,4,425
sess_34074,market_prices,market_prices,N/A,N/A,1,1,0,6,4,379
sess_34075,disease_detection,disease_detection,rust,rust,0,1,0,4,4,515
sess_34076,weather_forecast,weather_forecast,N/A,N/A,1,1,0,9,4,346
sess_34077,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,5,2,484
sess_34078,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,5,389
sess_34079,weather_forecast,weather_forecast,N/A,N/A,1,0,0,5,4,434
sess_34080,market_prices,market_prices,N/A,N/A,1,1,0,6,5,331
sess_34081,weather_forecast,weather_forecast,N/A,N/A,1,1,1,6,5,367
sess_34082,weather_forecast,weather_forecast,N/A,N/A,1,0,0,5,4,391
sess_34083,crop_advisory,crop_advisory,N/A,N/A,1,0,1,5,5,491
sess_34084,disease_detection,disease_detection,rust,rust,1,1,0,5,3,428
sess_34085,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,2,340
sess_34086,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,405
sess_34087,disease_detection,crop_advisory,leaf_blight,leaf_blight,1,0,0,4,5,465
sess_34088,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,7,3,403
sess_34089,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,4,482
sess_34090,disease_detection,disease_detection,healthy,healthy,1,1,0,7,5,322
sess_34091,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,6,4,480
sess_34092,market_prices,market_prices,N/A,N/A,0,0,0,2,4,325
sess_34093,weather_forecast,weather_forecast,N/A,N/A,1,1,0,9,3,496
sess_34094,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,468
sess_34095,disease_detection,disease_detection,healthy,healthy,0,1,0,7,3,378
sess_34096,market_prices,market_prices,N/A,N/A,1,1,0,8,5,441
sess_34097,crop_advisory,crop_advisory,N/A,N/A,1,1,0,2,4,356
sess_34098,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,5,459
sess_34099,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,4,3,390
sess_34100,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,514
sess_34101,weather_forecast,weather_forecast,N/A,N/A,0,1,0,7,2,374
sess_34102,crop_advisory,crop_advisory,N/A,N/A,1,1,1,4,5,401
sess_34103,crop_advisory,crop_advisory,N/A,N/A,1,0,0,5,5,402
sess_34104,disease_detection,disease_detection,leaf_blight,leaf_blight,0,1,0,7,4,386
sess_34105,market_prices,market_prices,N/A,N/A,1,1,0,5,1,344
sess_34106,market_prices,market_prices,N/A,N/A,1,1,0,11,4,465
sess_34107,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,5,496
sess_34108,disease_detection,disease_detection,rust,rust,1,1,0,8,5,639
sess_34109,crop_advisory,crop_advisory,N/A,N/A,1,0,0,7,4,480
sess_34110,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,410
sess_34111,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,5,659
sess_34112,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,4,368
sess_34113,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,5,321
sess_34114,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,4,502
sess_34115,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,4,464
sess_34116,market_prices,market_prices,N/A,N/A,1,1,0,8,5,401
sess_34117,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,1,10,4,484
sess_34118,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,6,4,299
sess_34119,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,5,349
sess_34120,disease_detection,disease_detection,rust,rust,1,1,0,2,5,372
sess_34121,crop_advisory,crop_advisory,N/A,N/A,0,1,1,3,3,401
sess_34122,disease_detection,disease_detection,rust,powdery_mildew,1,1,0,3,2,498
sess_34123,weather_forecast,weather_forecast,N/A,N/A,0,0,0,3,3,399
sess_34124,crop_advisory,crop_advisory,N/A,N/A,1,1,0,10,5,385
sess_34125,weather_forecast,weather_forecast,N/A,N/A,0,1,0,8,4,357
sess_34126,market_prices,market_prices,N/A,N/A,1,0,0,3,4,479
sess_34127,disease_detection,disease_detection,healthy,healthy,1,1,0,4,4,501
sess_34128,disease_detection,disease_detection,healthy,healthy,1,1,0,8,1,440
sess_34129,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,5,461
sess_34130,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,5,338
sess_34131,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,2,459
sess_34132,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,4,3,378
sess_34133,market_prices,market_prices,N/A,N/A,0,1,0,5,3,434
sess_34134,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,2,346
sess_34135,disease_detection,disease_detection,rust,rust,0,1,0,4,5,384
sess_34136,weather_forecast,weather_forecast,N/A,N/A,1,1,0,8,4,574
sess_34137,disease_detection,market_prices,healthy,healthy,1,1,0,8,5,469
sess_34138,disease_detection,disease_detection,healthy,healthy,1,1,0,7,4,491
sess_34139,disease_detection,disease_detection,healthy,healthy,1,1,0,7,5,350
sess_34140,disease_detection,disease_detection,healthy,healthy,1,1,0,9,4,390
sess_34141,disease_detection,disease_detection,rust,rust,1,1,0,3,4,493
sess_34142,weather_forecast,weather_forecast,N/A,N/A,1,0,0,9,1,354
sess_34143,crop_advisory,crop_advisory,N/A,N/A,1,0,0,4,4,463
sess_34144,crop_advisory,crop_advisory,N/A,N/A,1,0,1,7,5,429
sess_34145,disease_detection,disease_detection,healthy,healthy,1,1,0,8,5,306
sess_34146,market_prices,market_prices,N/A,N/A,1,1,0,6,2,552
sess_34147,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,4,401
sess_34148,market_prices,market_prices,N/A,N/A,1,1,0,6,4,337
sess_34149,disease_detection,disease_detection,healthy,healthy,1,1,0,6,5,430
sess_34150,crop_advisory,crop_advisory,N/A,N/A,1,0,0,3,5,282
sess_34151,disease_detection,disease_detection,healthy,healthy,0,1,0,7,5,380
sess_34152,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,435
sess_34153,disease_detection,disease_detection,leaf_blight,leaf_blight,0,1,0,8,5,369
sess_34154,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,0,5,467
sess_34155,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,4,398
sess_34156,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,4,332
sess_34157,weather_forecast,weather_forecast,N/A,N/A,0,1,0,3,5,266
sess_34158,disease_detection,disease_detection,healthy,healthy,1,1,0,4,5,588
sess_34159,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,3,468
sess_34160,market_prices,market_prices,N/A,N/A,1,1,0,5,4,317
sess_34161,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,5,359
sess_34162,weather_forecast,weather_forecast,N/A,N/A,1,1,0,8,4,535
sess_34163,weather_forecast,weather_forecast,N/A,N/A,1,1,0,10,5,445
sess_34164,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,5,5,321
sess_34165,disease_detection,disease_detection,healthy,healthy,1,1,0,8,5,405
sess_34166,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,1,3,4,461
sess_34167,weather_forecast,weather_forecast,N/A,N/A,0,0,0,9,4,465
sess_34168,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,314
sess_34169,weather_forecast,disease_detection,N/A,N/A,1,1,0,4,5,392
sess_34170,disease_detection,disease_detection,rust,rust,1,1,0,3,5,551
sess_34171,weather_forecast,weather_forecast,N/A,N/A,1,1,0,3,5,267
sess_34172,disease_detection,disease_detection,healthy,powdery_mildew,1,1,0,2,5,516
sess_34173,crop_advisory,crop_advisory,N/A,N/A,1,0,0,3,4,511
sess_34174,disease_detection,disease_detection,rust,rust,1,1,0,6,4,374
sess_34175,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,4,412
sess_34176,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,1,473
sess_34177,disease_detection,disease_detection,healthy,healthy,1,1,0,7,3,516
sess_34178,disease_detection,disease_detection,rust,rust,1,1,0,6,4,464
sess_34179,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,4,479
sess_34180,disease_detection,disease_detection,healthy,healthy,1,1,0,4,5,465
sess_34181,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,4,477
sess_34182,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,350
sess_34183,disease_detection,disease_detection,rust,rust,1,1,0,7,5,381
sess_34184,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,3,501
sess_34185,market_prices,market_prices,N/A,N/A,1,1,1,12,4,538
sess_34186,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,386
sess_34187,market_prices,market_prices,N/A,N/A,1,0,0,3,4,473
sess_34188,disease_detection,disease_detection,rust,rust,0,1,0,6,4,366
sess_34189,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,372
sess_34190,crop_advisory,crop_advisory,N/A,N/A,1,1,0,13,3,474
sess_34191,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,399
sess_34192,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,4,5,554
sess_34193,disease_detection,disease_detection,rust,rust,1,1,0,10,4,482
sess_34194,disease_detection,disease_detection,healthy,healthy,1,1,0,8,5,560
sess_34195,market_prices,market_prices,N/A,N/A,1,1,0,10,5,387
sess_34196,weather_forecast,weather_forecast,N/A,N/A,1,0,0,11,4,347
sess_34197,market_prices,market_prices,N/A,N/A,1,1,0,3,5,505
sess_34198,disease_detection,disease_detection,leaf_blight,leaf_blight,0,1,0,3,4,417
sess_34199,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,5,448
sess_34200,disease_detection,disease_detection,healthy,healthy,1,1,0,3,5,315
sess_34201,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,5,300
sess_34202,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,2,398
sess_34203,disease_detection,disease_detection,healthy,healthy,1,1,1,6,4,463
sess_34204,market_prices,market_prices,N/A,N/A,1,0,0,2,4,494
sess_34205,disease_detection,disease_detection,powdery_mildew,leaf_blight,1,1,0,10,4,365
sess_34206,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,442
sess_34207,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,5,331
sess_34208,disease_detection,disease_detection,healthy,healthy,1,1,0,7,4,379
sess_34209,disease_detection,disease_detection,healthy,healthy,1,1,0,4,5,450
sess_34210,disease_detection,disease_detection,rust,rust,1,1,0,8,4,286
sess_34211,disease_detection,disease_detection,healthy,healthy,1,1,0,4,4,517
sess_34212,market_prices,market_prices,N/A,N/A,1,1,0,7,5,538
sess_34213,market_prices,market_prices,N/A,N/A,1,0,0,7,4,426
sess_34214,crop_advisory,crop_advisory,N/A,N/A,1,0,0,5,5,383
sess_34215,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,4,439
sess_34216,disease_detection,market_prices,healthy,healthy,1,0,0,9,5,376
sess_34217,disease_detection,disease_detection,rust,rust,1,0,0,4,4,484
sess_34218,crop_advisory,crop_advisory,N/A,N/A,0,1,0,9,2,392
sess_34219,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,4,388
sess_34220,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,452
sess_34221,crop_advisory,crop_advisory,N/A,N/A,0,1,0,8,4,596
sess_34222,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,444
sess_34223,disease_detection,disease_detection,rust,rust,0,1,0,8,4,275
sess_34224,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,2,388
sess_34225,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,4,442
sess_34226,crop_advisory,crop_advisory,N/A,N/A,0,1,0,3,5,507
sess_34227,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,3,351
sess_34228,disease_detection,disease_detection,rust,rust,1,1,0,9,5,414
sess_34229,disease_detection,disease_detection,healthy,healthy,1,1,0,6,5,414
sess_34230,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,432
sess_34231,weather_forecast,weather_forecast,N/A,N/A,0,0,0,5,5,582
sess_34232,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,5,617
sess_34233,weather_forecast,weather_forecast,N/A,N/A,0,1,0,3,4,286
sess_34234,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,388
sess_34235,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,4,4,296
sess_34236,disease_detection,disease_detection,rust,rust,1,1,0,9,5,489
sess_34237,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,4,4,409
sess_34238,disease_detection,disease_detection,rust,rust,0,1,0,5,3,379
sess_34239,weather_forecast,weather_forecast,N/A,N/A,1,0,0,3,5,315
sess_34240,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,10,4,406
sess_34241,disease_detection,disease_detection,healthy,healthy,0,1,0,5,4,348
sess_34242,disease_detection,disease_detection,rust,leaf_blight,1,1,0,8,4,408
sess_34243,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,7,5,411
sess_34244,market_prices,market_prices,N/A,N/A,1,1,0,2,5,335
sess_34245,disease_detection,disease_detection,healthy,healthy,1,1,0,8,5,452
sess_34246,crop_advisory,crop_advisory,N/A,N/A,1,0,0,4,5,359
sess_34247,disease_detection,disease_detection,healthy,healthy,0,1,0,12,5,397
sess_34248,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,403
sess_34249,market_prices,market_prices,N/A,N/A,1,0,1,4,2,491
sess_34250,weather_forecast,weather_forecast,N/A,N/A,1,1,0,3,4,373
sess_34251,crop_advisory,crop_advisory,N/A,N/A,1,1,0,14,5,430
sess_34252,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,3,5,436
sess_34253,disease_detection,disease_detection,healthy,healthy,1,1,0,4,5,421
sess_34254,disease_detection,disease_detection,healthy,healthy,1,1,0,6,4,395
sess_34255,disease_detection,disease_detection,rust,rust,1,1,0,2,4,275
sess_34256,disease_detection,disease_detection,healthy,healthy,0,0,0,5,5,449
sess_34257,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,6,4,448
sess_34258,weather_forecast,weather_forecast,N/A,N/A,1,1,0,8,2,383
sess_34259,crop_advisory,crop_advisory,N/A,N/A,1,0,1,1,4,259
sess_34260,disease_detection,disease_detection,healthy,healthy,1,0,0,7,5,327
sess_34261,disease_detection,disease_detection,healthy,healthy,1,1,0,2,5,423
sess_34262,weather_forecast,weather_forecast,N/A,N/A,1,0,0,5,4,405
sess_34263,weather_forecast,crop_advisory,N/A,N/A,1,1,0,8,5,427
sess_34264,disease_detection,disease_detection,healthy,healthy,1,1,0,3,5,304
sess_34265,disease_detection,disease_detection,rust,rust,1,1,0,4,5,475
sess_34266,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,5,571
sess_34267,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,6,4,477
sess_34268,crop_advisory,weather_forecast,N/A,N/A,0,0,0,5,5,393
sess_34269,disease_detection,disease_detection,healthy,healthy,1,1,0,5,5,492
sess_34270,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,8,3,473
sess_34271,weather_forecast,weather_forecast,N/A,N/A,1,1,0,8,2,368
sess_34272,market_prices,market_prices,N/A,N/A,1,1,0,6,1,398
sess_34273,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,415
sess_34274,disease_detection,disease_detection,healthy,healthy,1,1,0,7,5,470
sess_34275,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,9,5,452
sess_34276,weather_forecast,weather_forecast,N/A,N/A,1,1,0,3,5,302
sess_34277,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,5,3,365
sess_34278,crop_advisory,crop_advisory,N/A,N/A,1,0,1,6,4,407
sess_34279,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,446
sess_34280,disease_detection,disease_detection,rust,rust,1,1,0,6,5,446
sess_34281,disease_detection,disease_detection,rust,rust,0,0,0,7,2,454
sess_34282,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,5,288
sess_34283,weather_forecast,weather_forecast,N/A,N/A,1,1,0,2,4,406
sess_34284,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,3,501
sess_34285,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,4,5,363
sess_34286,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,514
sess_34287,disease_detection,disease_detection,rust,rust,1,1,0,3,5,481
sess_34288,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,4,344
sess_34289,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,380
sess_34290,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,308
sess_34291,disease_detection,market_prices,healthy,healthy,1,1,0,8,5,448
sess_34292,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,463
sess_34293,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,348
sess_34294,disease_detection,disease_detection,healthy,healthy,1,0,0,4,5,281
sess_34295,crop_advisory,weather_forecast,N/A,N/A,1,1,0,7,5,486
sess_34296,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,1,416
sess_34297,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,504
sess_34298,weather_forecast,weather_forecast,N/A,N/A,0,1,0,7,4,464
sess_34299,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,5,494
